Read 1:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.043	0.041	0.043	0.039	0.039	0.035							Read 1:350
B	0.039	0.039	0.039	0.042	0.039	0.044							Read 1:350
C	0.039	0.041	0.041	0.040	0.040	0.044							Read 1:350
D	0.045	0.047	0.046	0.044	0.041	0.045							Read 1:350
E	0.044	0.041	0.043	0.042	0.046	0.058							Read 1:350
F	0.044	0.043	0.050	0.042	0.043	0.041							Read 1:350
G	0.042	0.038	0.040	0.040	0.042	0.042							Read 1:350
H	0.032	0.032	0.032	0.041	0.040	0.041							Read 1:350

Read 3:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.100	0.098	0.103	0.041	0.042	0.043							Read 3:350
B	0.089	0.088	0.089	0.100	0.093	0.100							Read 3:350
C	0.061	0.064	0.064	0.076	0.080	0.086							Read 3:350
D	0.049	0.051	0.051	0.049	0.047	0.050							Read 3:350
E	0.090	0.086	0.088	0.086	0.092	0.097							Read 3:350
F	0.051	0.056	0.052	0.078	0.075	0.076							Read 3:350
G	0.113	0.107	0.109	0.108	0.114	0.111							Read 3:350
H	0.035	0.035	0.035	0.145	0.129	0.106							Read 3:350

Read 2:350

Kinetic read	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
0:58:08	0.093	0.090	0.095	0.038	0.039	0.038	0.075	0.074	0.075	0.087	0.081	0.087	0.044	0.046	0.045	0.060	0.061	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.062	0.061	0.062	0.064	0.069	0.074	0.043	0.043	0.045	0.050	0.049	0.048	0.090	0.083	0.086	0.087	0.092	0.090	0.032	0.032	0.031	0.207	0.174	0.148
0:58:24	0.093	0.090	0.095	0.038	0.039	0.038	0.075	0.074	0.075	0.086	0.081	0.088	0.044	0.046	0.045	0.060	0.061	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.063	0.061	0.062	0.064	0.069	0.074	0.043	0.043	0.045	0.050	0.049	0.048	0.090	0.083	0.086	0.087	0.093	0.090	0.032	0.032	0.032	0.201	0.176	0.144
0:58:40	0.093	0.091	0.095	0.038	0.039	0.038	0.075	0.074	0.075	0.087	0.081	0.087	0.045	0.047	0.046	0.060	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.063	0.062	0.062	0.064	0.069	0.074	0.043	0.043	0.045	0.050	0.049	0.048	0.090	0.084	0.086	0.087	0.093	0.090	0.032	0.032	0.032	0.203	0.178	0.144
0:58:56	0.093	0.091	0.095	0.038	0.039	0.038	0.075	0.075	0.075	0.087	0.082	0.088	0.045	0.047	0.046	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.063	0.062	0.063	0.065	0.069	0.075	0.043	0.043	0.045	0.051	0.050	0.049	0.090	0.084	0.086	0.088	0.093	0.090	0.032	0.032	0.032	0.202	0.176	0.145
0:59:12	0.093	0.091	0.095	0.038	0.039	0.039	0.075	0.075	0.075	0.087	0.082	0.088	0.045	0.047	0.046	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.063	0.062	0.063	0.065	0.070	0.075	0.043	0.043	0.045	0.051	0.050	0.049	0.091	0.084	0.086	0.088	0.093	0.090	0.032	0.032	0.032	0.201	0.178	0.144
0:59:28	0.093	0.091	0.095	0.038	0.039	0.039	0.076	0.075	0.075	0.087	0.082	0.088	0.045	0.047	0.046	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.063	0.062	0.063	0.065	0.070	0.075	0.043	0.043	0.045	0.051	0.050	0.049	0.091	0.084	0.086	0.088	0.093	0.090	0.032	0.032	0.032	0.201	0.178	0.145
0:59:44	0.093	0.091	0.095	0.038	0.039	0.038	0.076	0.075	0.075	0.087	0.081	0.088	0.045	0.047	0.046	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.064	0.062	0.063	0.065	0.070	0.075	0.043	0.043	0.045	0.051	0.050	0.049	0.091	0.084	0.086	0.088	0.093	0.090	0.032	0.032	0.031	0.199	0.178	0.144
1:00:00	0.094	0.091	0.095	0.038	0.039	0.038	0.076	0.075	0.075	0.087	0.082	0.088	0.046	0.047	0.047	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.064	0.063	0.063	0.065	0.070	0.075	0.043	0.043	0.045	0.051	0.050	0.049	0.091	0.084	0.087	0.088	0.093	0.090	0.032	0.032	0.031	0.198	0.177	0.144
1:00:16	0.094	0.091	0.096	0.038	0.039	0.038	0.076	0.075	0.075	0.087	0.082	0.088	0.046	0.048	0.047	0.061	0.062	0.068	0.042	0.044	0.044	0.042	0.040	0.044	0.064	0.063	0.064	0.065	0.070	0.075	0.043	0.043	0.045	0.052	0.051	0.049	0.091	0.084	0.087	0.088	0.093	0.090	0.032	0.032	0.032	0.199	0.174	0.146
1:00:32	0.094	0.091	0.096	0.038	0.039	0.038	0.076	0.075	0.075	0.087	0.082	0.088	0.046	0.048	0.047	0.061	0.062	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.064	0.063	0.064	0.065	0.070	0.076	0.043	0.043	0.045	0.052	0.051	0.050	0.092	0.084	0.087	0.088	0.094	0.091	0.032	0.032	0.032	0.197	0.177	0.145
1:00:48	0.094	0.091	0.096	0.038	0.039	0.038	0.076	0.075	0.076	0.087	0.082	0.088	0.046	0.048	0.047	0.061	0.062	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.064	0.063	0.064	0.065	0.070	0.076	0.043	0.043	0.045	0.052	0.051	0.050	0.092	0.085	0.087	0.088	0.094	0.091	0.032	0.032	0.032	0.196	0.178	0.144
1:01:04	0.094	0.091	0.096	0.038	0.039	0.038	0.076	0.075	0.076	0.087	0.082	0.089	0.046	0.048	0.047	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.041	0.044	0.065	0.063	0.064	0.066	0.071	0.076	0.043	0.043	0.046	0.052	0.051	0.050	0.092	0.085	0.087	0.089	0.094	0.091	0.032	0.032	0.032	0.197	0.178	0.143
1:01:20	0.094	0.091	0.096	0.038	0.039	0.039	0.076	0.075	0.076	0.087	0.082	0.089	0.047	0.048	0.048	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.065	0.063	0.064	0.066	0.071	0.076	0.043	0.043	0.045	0.052	0.051	0.050	0.091	0.085	0.087	0.088	0.094	0.091	0.032	0.032	0.032	0.195	0.178	0.145
1:01:36	0.094	0.091	0.096	0.038	0.039	0.038	0.076	0.075	0.076	0.087	0.082	0.089	0.047	0.048	0.048	0.061	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.065	0.064	0.064	0.066	0.071	0.076	0.043	0.043	0.045	0.052	0.051	0.051	0.091	0.085	0.087	0.088	0.094	0.091	0.032	0.032	0.032	0.195	0.177	0.145
1:01:52	0.094	0.091	0.096	0.038	0.039	0.039	0.076	0.076	0.076	0.088	0.082	0.089	0.047	0.049	0.048	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.065	0.064	0.065	0.066	0.071	0.076	0.043	0.043	0.045	0.053	0.052	0.051	0.092	0.085	0.087	0.089	0.094	0.091	0.032	0.032	0.031	0.195	0.175	0.144
1:02:08	0.094	0.092	0.096	0.038	0.039	0.038	0.077	0.076	0.076	0.087	0.082	0.089	0.047	0.049	0.048	0.061	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.065	0.064	0.065	0.066	0.071	0.076	0.043	0.043	0.045	0.052	0.052	0.051	0.092	0.085	0.087	0.089	0.094	0.091	0.032	0.032	0.031	0.195	0.174	0.146
1:02:24	0.094	0.091	0.096	0.038	0.039	0.038	0.077	0.076	0.076	0.088	0.082	0.089	0.047	0.049	0.048	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.065	0.064	0.065	0.066	0.071	0.076	0.043	0.043	0.045	0.053	0.052	0.051	0.092	0.085	0.087	0.089	0.094	0.091	0.032	0.032	0.031	0.194	0.175	0.145
1:02:40	0.094	0.092	0.096	0.038	0.039	0.038	0.077	0.076	0.076	0.088	0.082	0.089	0.047	0.049	0.048	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.066	0.064	0.065	0.066	0.071	0.076	0.043	0.043	0.045	0.053	0.052	0.051	0.092	0.085	0.087	0.089	0.094	0.092	0.032	0.032	0.031	0.193	0.177	0.145
1:02:56	0.094	0.092	0.096	0.038	0.039	0.038	0.077	0.076	0.077	0.088	0.082	0.089	0.047	0.049	0.048	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.066	0.064	0.065	0.066	0.071	0.077	0.043	0.043	0.045	0.053	0.053	0.051	0.092	0.085	0.087	0.089	0.094	0.092	0.032	0.032	0.031	0.191	0.178	0.143
1:03:12	0.094	0.091	0.097	0.038	0.039	0.038	0.077	0.076	0.077	0.088	0.083	0.089	0.048	0.049	0.049	0.062	0.063	0.069	0.042	0.044	0.044	0.042	0.040	0.044	0.066	0.064	0.065	0.066	0.071	0.077	0.043	0.043	0.045	0.053	0.052	0.051	0.092	0.086	0.087	0.090	0.095	0.092	0.032	0.032	0.031	0.191	0.177	0.142
1:03:28	0.095	0.092	0.096	0.038	0.039	0.039	0.077	0.076	0.077	0.089	0.083	0.089	0.048	0.050	0.049	0.062	0.064	0.070	0.042	0.044	0.044	0.042	0.040	0.044	0.066	0.065	0.066	0.067	0.071	0.077	0.043	0.043	0.045	0.053	0.053	0.052	0.093	0.086	0.088	0.090	0.095	0.092	0.032	0.032	0.032	0.190	0.176	0.144
1:03:44	0.095	0.092	0.097	0.038	0.039	0.038	0.077	0.076	0.077	0.088	0.083	0.089	0.048	0.050	0.049	0.062	0.064	0.070	0.042	0.044	0.044	0.042	0.040	0.044	0.067	0.065	0.066	0.067	0.072	0.077	0.043	0.043	0.046	0.054	0.053	0.052	0.093	0.086	0.088	0.090	0.095	0.092	0.032	0.032	0.031	0.190	0.177	0.143
1:04:00	0.095	0.092	0.097	0.038	0.039	0.039	0.077	0.076	0.077	0.088	0.083	0.090	0.048	0.050	0.049	0.063	0.064	0.070	0.042	0.044	0.044	0.042	0.040	0.044	0.067	0.065	0.066	0.067	0.072	0.077	0.043	0.043	0.045	0.054	0.053	0.052	0.093	0.086	0.088	0.090	0.095	0.092	0.032	0.031	0.032	0.190	0.174	0.145
1:04:16	0.095	0.092	0.097	0.038	0.039	0.039	0.077	0.076	0.077	0.089	0.083	0.090	0.048	0.050	0.049	0.062	0.064	0.070	0.042	0.044	0.044	0.042	0.040	0.044	0.067	0.065	0.066	0.067	0.072	0.077	0.043	0.043	0.045	0.054	0.053	0.052	0.093	0.086	0.088	0.090	0.095	0.092	0.032	0.031	0.031	0.187	0.176	0.143
1:04:32	0.095	0.092	0.097	0.038	0.039	0.039	0.077	0.077	0.077	0.088	0.083	0.090	0.048	0.050	0.049	0.063	0.064	0.070	0.042	0.044	0.044	0.042	0.041	0.044	0.067	0.065	0.066	0.067	0.072	0.077	0.043	0.043	0.045	0.055	0.053	0.052	0.093	0.086	0.088	0.090	0.095	0.092	0.032	0.031	0.032	0.189	0.177	0.144
1:04:48	0.095	0.092	0.097	0.038	0.039	0.039	0.078	0.077	0.077	0.089	0.083	0.090	0.049	0.050	0.050	0.063	0.064	0.070	0.042	0.044	0.044	0.042	0.041	0.044	0.067	0.066	0.067	0.067	0.072	0.078	0.043	0.043	0.045	0.055	0.053	0.052	0.093	0.087	0.088	0.090	0.095	0.092	0.032	0.031	0.031	0.189	0.174	0.144
1:05:04	0.095	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.077	0.089	0.083	0.090	0.049	0.051	0.050	0.063	0.064	0.071	0.042	0.044	0.044	0.042	0.040	0.044	0.068	0.066	0.067	0.067	0.072	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.086	0.088	0.090	0.096	0.092	0.032	0.031	0.032	0.188	0.178	0.143
1:05:20	0.095	0.092	0.097	0.038	0.039	0.039	0.078	0.077	0.077	0.089	0.083	0.090	0.049	0.051	0.050	0.063	0.064	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.068	0.066	0.067	0.067	0.072	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.086	0.089	0.090	0.096	0.092	0.032	0.031	0.031	0.188	0.176	0.143
1:05:36	0.095	0.092	0.097	0.038	0.039	0.039	0.078	0.077	0.077	0.089	0.083	0.090	0.049	0.051	0.050	0.063	0.064	0.071	0.042	0.044	0.044	0.042	0.040	0.044	0.068	0.066	0.067	0.067	0.073	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.086	0.088	0.090	0.096	0.093	0.032	0.032	0.031	0.189	0.174	0.144
1:05:52	0.095	0.092	0.097	0.038	0.039	0.039	0.078	0.077	0.077	0.089	0.083	0.090	0.049	0.051	0.050	0.063	0.064	0.070	0.042	0.044	0.044	0.042	0.041	0.044	0.068	0.066	0.067	0.068	0.073	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.086	0.089	0.090	0.096	0.092	0.032	0.032	0.031	0.188	0.175	0.143
1:06:08	0.095	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.078	0.089	0.084	0.090	0.049	0.051	0.050	0.063	0.064	0.071	0.043	0.044	0.044	0.042	0.041	0.044	0.068	0.066	0.067	0.068	0.073	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.087	0.089	0.090	0.096	0.093	0.032	0.032	0.032	0.187	0.176	0.142
1:06:24	0.095	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.078	0.089	0.084	0.090	0.049	0.051	0.051	0.063	0.065	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.068	0.066	0.067	0.068	0.073	0.078	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.087	0.089	0.091	0.096	0.093	0.032	0.032	0.032	0.187	0.177	0.143
1:06:40	0.096	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.078	0.089	0.084	0.090	0.049	0.051	0.050	0.063	0.065	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.069	0.066	0.067	0.068	0.073	0.079	0.043	0.043	0.045	0.055	0.054	0.053	0.094	0.087	0.089	0.090	0.096	0.093	0.032	0.032	0.031	0.188	0.175	0.142
1:06:56	0.095	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.078	0.089	0.084	0.090	0.050	0.051	0.051	0.063	0.065	0.071	0.042	0.044	0.044	0.042	0.040	0.044	0.069	0.067	0.068	0.068	0.073	0.078	0.043	0.043	0.045	0.056	0.055	0.054	0.094	0.087	0.089	0.091	0.096	0.093	0.032	0.032	0.031	0.188	0.177	0.142
1:07:12	0.096	0.093	0.097	0.038	0.039	0.039	0.078	0.077	0.078	0.089	0.084	0.090	0.050	0.052	0.051	0.064	0.065	0.071	0.043	0.044	0.044	0.042	0.041	0.044	0.069	0.067	0.068	0.068	0.073	0.079	0.043	0.043	0.045	0.056	0.055	0.054	0.094	0.087	0.089	0.091	0.096	0.093	0.032	0.032	0.032	0.188	0.178	0.143
1:07:28	0.096	0.093	0.098	0.038	0.039	0.039	0.079	0.077	0.078	0.089	0.084	0.091	0.050	0.052	0.051	0.064	0.065	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.069	0.067	0.068	0.068	0.073	0.079	0.043	0.043	0.046	0.056	0.055	0.054	0.095	0.087	0.089	0.091	0.097	0.093	0.032	0.032	0.032	0.188	0.178	0.142
1:07:44	0.096	0.093	0.097	0.038	0.039	0.039	0.079	0.077	0.078	0.089	0.084	0.091	0.050	0.052	0.051	0.064	0.065	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.069	0.067	0.068	0.068	0.073	0.079	0.043	0.043	0.045	0.056	0.055	0.054	0.095	0.088	0.089	0.091	0.096	0.093	0.032	0.032	0.032	0.188	0.174	0.143
1:08:00	0.096	0.093	0.098	0.038	0.039	0.039	0.079	0.077	0.078	0.090	0.084	0.091	0.050	0.052	0.051	0.064	0.065	0.071	0.042	0.044	0.044	0.042	0.040	0.044	0.069	0.067	0.068	0.069	0.074	0.079	0.043	0.043	0.045	0.056	0.055	0.054	0.095	0.087	0.089	0.091	0.096	0.093	0.032	0.032	0.032	0.188	0.176	0.143
1:08:16	0.096	0.093	0.098	0.038	0.039	0.039	0.079	0.078	0.078	0.090	0.084	0.091	0.050	0.052	0.051	0.064	0.065	0.071	0.042	0.044	0.044	0.042	0.041	0.044	0.069	0.067	0.068	0.069	0.074	0.079	0.043	0.043	0.045	0.056	0.055	0.054	0.095	0.088	0.090	0.091	0.097	0.093	0.032	0.032	0.031	0.187	0.176	0.142
1:08:32	0.096	0.093	0.098	0.038	0.039	0.039	0.079	0.078	0.078	0.090	0.084	0.091	0.050	0.052	0.051	0.064	0.065	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.070	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.046	0.056	0.055	0.055	0.095	0.088	0.090	0.091	0.096	0.093	0.032	0.032	0.032	0.187	0.178	0.142
1:08:48	0.096	0.093	0.098	0.038	0.039	0.039	0.079	0.078	0.078	0.090	0.084	0.091	0.051	0.052	0.051	0.064	0.065	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.070	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.045	0.057	0.056	0.055	0.095	0.088	0.090	0.091	0.097	0.094	0.032	0.032	0.031	0.187	0.176	0.142
1:09:04	0.096	0.094	0.098	0.038	0.039	0.039	0.079	0.078	0.078	0.090	0.084	0.091	0.051	0.052	0.052	0.064	0.065	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.070	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.045	0.057	0.056	0.055	0.095	0.088	0.090	0.091	0.097	0.094	0.032	0.032	0.032	0.188	0.172	0.144
1:09:20	0.096	0.094	0.098	0.039	0.039	0.039	0.079	0.078	0.079	0.090	0.084	0.091	0.051	0.053	0.052	0.064	0.065	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.070	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.045	0.057	0.056	0.055	0.095	0.088	0.090	0.091	0.097	0.094	0.032	0.032	0.032	0.188	0.178	0.142
1:09:36	0.096	0.094	0.098	0.039	0.040	0.039	0.079	0.078	0.079	0.090	0.084	0.091	0.051	0.053	0.052	0.064	0.066	0.072	0.043	0.044	0.044	0.043	0.041	0.044	0.071	0.068	0.069	0.069	0.075	0.080	0.044	0.043	0.046	0.057	0.056	0.055	0.096	0.088	0.091	0.092	0.098	0.094	0.032	0.032	0.032	0.187	0.177	0.142
1:09:52	0.096	0.094	0.098	0.038	0.039	0.039	0.079	0.078	0.079	0.090	0.084	0.091	0.051	0.053	0.052	0.064	0.066	0.072	0.042	0.044	0.044	0.042	0.041	0.044	0.071	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.045	0.057	0.056	0.055	0.096	0.088	0.090	0.092	0.097	0.094	0.032	0.032	0.032	0.188	0.177	0.141
1:10:08	0.096	0.094	0.098	0.038	0.039	0.039	0.079	0.078	0.079	0.090	0.085	0.091	0.051	0.053	0.052	0.065	0.066	0.072	0.042	0.044	0.044	0.042	0.041	0.044	0.071	0.068	0.069	0.069	0.074	0.079	0.043	0.043	0.045	0.057	0.056	0.055	0.096	0.088	0.090	0.092	0.097	0.094	0.032	0.031	0.032	0.187	0.178	0.140
1:10:24	0.097	0.094	0.098	0.039	0.039	0.039	0.079	0.078	0.079	0.090	0.085	0.091	0.051	0.053	0.052	0.065	0.066	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.068	0.070	0.069	0.075	0.080	0.043	0.043	0.045	0.057	0.057	0.056	0.096	0.089	0.090	0.092	0.098	0.094	0.032	0.032	0.032	0.188	0.177	0.142
1:10:40	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.079	0.090	0.085	0.092	0.051	0.053	0.053	0.065	0.066	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.069	0.070	0.069	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.090	0.092	0.098	0.094	0.032	0.032	0.032	0.186	0.176	0.140
1:10:56	0.096	0.094	0.099	0.038	0.039	0.039	0.079	0.078	0.079	0.090	0.085	0.091	0.051	0.053	0.052	0.065	0.066	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.069	0.069	0.069	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.091	0.092	0.098	0.094	0.032	0.032	0.032	0.186	0.176	0.141
1:11:12	0.097	0.094	0.098	0.038	0.039	0.039	0.079	0.079	0.079	0.091	0.085	0.092	0.051	0.053	0.053	0.065	0.066	0.072	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.069	0.070	0.069	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.091	0.092	0.097	0.094	0.032	0.031	0.032	0.188	0.174	0.141
1:11:28	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.079	0.091	0.085	0.092	0.052	0.053	0.053	0.065	0.066	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.069	0.070	0.070	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.091	0.092	0.098	0.094	0.032	0.032	0.032	0.187	0.176	0.141
1:11:44	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.080	0.091	0.085	0.092	0.052	0.054	0.053	0.065	0.066	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.071	0.069	0.070	0.070	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.091	0.092	0.098	0.094	0.032	0.032	0.031	0.188	0.173	0.143
1:12:00	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.079	0.091	0.085	0.092	0.052	0.054	0.053	0.065	0.066	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.072	0.069	0.070	0.070	0.075	0.080	0.043	0.043	0.045	0.058	0.057	0.056	0.096	0.089	0.091	0.092	0.098	0.094	0.032	0.032	0.031	0.187	0.176	0.140
1:12:16	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.079	0.091	0.085	0.092	0.052	0.054	0.053	0.065	0.066	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.072	0.069	0.070	0.070	0.075	0.080	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.089	0.091	0.093	0.098	0.095	0.032	0.032	0.032	0.189	0.173	0.142
1:12:32	0.097	0.095	0.099	0.039	0.039	0.039	0.080	0.079	0.079	0.091	0.085	0.092	0.052	0.054	0.053	0.065	0.067	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.072	0.069	0.070	0.070	0.075	0.081	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.089	0.091	0.093	0.098	0.095	0.032	0.032	0.031	0.185	0.174	0.140
1:12:48	0.097	0.094	0.099	0.039	0.039	0.039	0.080	0.079	0.080	0.091	0.085	0.092	0.052	0.054	0.053	0.065	0.067	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.072	0.069	0.071	0.070	0.076	0.081	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.090	0.091	0.093	0.098	0.095	0.032	0.032	0.031	0.186	0.176	0.140
1:13:04	0.097	0.095	0.099	0.039	0.039	0.039	0.080	0.079	0.080	0.091	0.086	0.092	0.052	0.054	0.053	0.065	0.067	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.072	0.070	0.071	0.070	0.076	0.081	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.090	0.092	0.093	0.098	0.095	0.032	0.032	0.032	0.185	0.176	0.139
1:13:20	0.097	0.095	0.099	0.039	0.039	0.039	0.080	0.079	0.080	0.091	0.086	0.092	0.052	0.054	0.054	0.065	0.067	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.070	0.071	0.071	0.076	0.081	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.090	0.091	0.093	0.098	0.095	0.032	0.032	0.031	0.185	0.177	0.139
1:13:36	0.097	0.095	0.099	0.039	0.039	0.039	0.080	0.079	0.080	0.091	0.086	0.092	0.052	0.054	0.054	0.066	0.067	0.073	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.070	0.071	0.071	0.076	0.081	0.043	0.043	0.045	0.059	0.058	0.057	0.097	0.090	0.091	0.093	0.098	0.095	0.032	0.032	0.032	0.185	0.175	0.139
1:13:52	0.097	0.095	0.100	0.039	0.040	0.039	0.081	0.079	0.080	0.091	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.070	0.071	0.071	0.076	0.081	0.044	0.043	0.045	0.059	0.058	0.058	0.097	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.032	0.188	0.173	0.141
1:14:08	0.097	0.095	0.099	0.039	0.039	0.039	0.080	0.080	0.080	0.091	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.070	0.071	0.071	0.076	0.081	0.043	0.043	0.045	0.059	0.059	0.057	0.097	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.032	0.184	0.176	0.139
1:14:24	0.097	0.095	0.099	0.039	0.040	0.039	0.081	0.080	0.080	0.091	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.070	0.071	0.071	0.076	0.081	0.043	0.043	0.045	0.059	0.058	0.058	0.097	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.032	0.186	0.174	0.139
1:14:40	0.098	0.095	0.100	0.039	0.040	0.039	0.081	0.080	0.080	0.091	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.045	0.044	0.042	0.041	0.044	0.073	0.071	0.071	0.071	0.076	0.082	0.043	0.043	0.045	0.059	0.059	0.058	0.098	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.032	0.184	0.175	0.138
1:14:56	0.098	0.095	0.100	0.039	0.040	0.039	0.081	0.080	0.080	0.091	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.044	0.044	0.042	0.041	0.044	0.073	0.071	0.071	0.071	0.076	0.082	0.043	0.043	0.045	0.059	0.059	0.058	0.097	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.031	0.185	0.174	0.137
1:15:12	0.098	0.095	0.100	0.039	0.040	0.039	0.081	0.080	0.080	0.092	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.044	0.044	0.042	0.041	0.044	0.074	0.071	0.072	0.071	0.076	0.082	0.043	0.043	0.045	0.060	0.059	0.058	0.097	0.090	0.092	0.093	0.099	0.095	0.032	0.032	0.032	0.184	0.174	0.136
1:15:28	0.098	0.095	0.100	0.039	0.040	0.039	0.081	0.080	0.081	0.092	0.086	0.093	0.053	0.055	0.054	0.066	0.067	0.074	0.043	0.045	0.044	0.042	0.041	0.044	0.074	0.071	0.072	0.072	0.077	0.082	0.043	0.043	0.045	0.060	0.059	0.058	0.098	0.091	0.092	0.093	0.099	0.095	0.032	0.031	0.032	0.184	0.173	0.137
